Name,sat, \u{1f},"(False, True, True, False, False, False)"
Name,sat,A\u{0} ,"(False, True, False, True, True, True)"
Name,sat,A\u{0}  ,"(False, True, False, True, True, False)"
Name,sat,\u{0} ,"(False, True, False, True, False, True)"
Name,sat,\u{0}  ,"(False, True, False, True, False, False)"
Name,unsat,,"(False, True, False, False, True, True)"
Name,unsat,,"(False, True, False, False, True, False)"
Name,sat, A\u{0} ,"(False, True, False, False, False, True)"
Name,sat, \u{1f} ,"(False, True, False, False, False, False)"
Name,sat,A\u{0},"(False, False, True, True, True, True)"
Name,unsat,,"(False, False, True, True, True, False)"
Name,sat,\u{0},"(False, False, True, True, False, True)"
Name,unsat,,"(False, False, True, True, False, False)"
Name,unsat,,"(False, False, True, False, True, True)"
Name,unsat,,"(False, False, True, False, True, False)"
Name,unsat,,"(False, False, True, False, False, True)"
Name,unsat,,"(False, False, True, False, False, False)"
Name,unsat,,"(False, False, False, True, True, True)"
Name,unsat,,"(False, False, False, True, True, False)"
Name,unsat,,"(False, False, False, True, False, True)"
Name,unsat,,"(False, False, False, True, False, False)"
Name,unsat,,"(False, False, False, False, True, True)"
Name,unsat,,"(False, False, False, False, True, False)"
Name,unsat,,"(False, False, False, False, False, True)"
Name,unsat,,"(False, False, False, False, False, False)"
Email,sat,B@.A,"(True, True, True, True, True, True)"
Email,sat,A@.manager,"(True, True, True, True, True, False)"
Email,sat,A@.,"(True, True, True, True, False, True)"
Email,sat,manager@.,"(True, True, True, True, False, False)"
Email,sat,A@,"(True, True, True, False, True, True)"
Email,sat,manager@,"(True, True, True, False, True, False)"
Email,unsat,,"(True, True, True, False, False, True)"
Email,unsat,,"(True, True, True, False, False, False)"
Email,sat,A@.@,"(True, True, False, True, True, True)"
Email,sat,A@@.manager,"(True, True, False, True, True, False)"
Email,sat,A@@.,"(True, True, False, True, False, True)"
Email,sat,manager@@AAAAA.,"(True, True, False, True, False, False)"
Email,sat,,"(True, True, False, False, True, True)"
Email,sat,manager,"(True, True, False, False, True, False)"
Email,sat,.,"(True, True, False, False, False, True)"
Email,sat,manager.,"(True, True, False, False, False, False)"
Email,sat,@.A,"(True, False, True, True, True, True)"
Email,sat,@.manager,"(True, False, True, True, True, False)"
Email,sat,@.,"(True, False, True, True, False, True)"
Email,sat,@manager.,"(True, False, True, True, False, False)"
Email,sat,@,"(True, False, True, False, True, True)"
Email,sat,@manager,"(True, False, True, False, True, False)"
Email,unsat,,"(True, False, True, False, False, True)"
Email,unsat,,"(True, False, True, False, False, False)"
Email,sat,@.@,"(True, False, False, True, True, True)"
Email,sat,@@.manager,"(True, False, False, True, True, False)"
Email,sat,@@.,"(True, False, False, True, False, True)"
Email,sat,@@manager.,"(True, False, False, True, False, False)"
Email,sat,@@,"(True, False, False, False, True, True)"
Email,sat,@@manager,"(True, False, False, False, True, False)"
Email,unsat,,"(True, False, False, False, False, True)"
Email,unsat,,"(True, False, False, False, False, False)"
Email,sat,A@. ,"(False, True, True, True, True, True)"
Email,sat,manager@. ,"(False, True, True, True, True, False)"
Email,sat, @.,"(False, True, True, True, False, True)"
Email,sat, manager@.,"(False, True, True, True, False, False)"
Email,sat,A@ ,"(False, True, True, False, True, True)"
Email,sat,manager@ ,"(False, True, True, False, True, False)"
Email,unsat,,"(False, True, True, False, False, True)"
Email,unsat,,"(False, True, True, False, False, False)"
Email,sat,A@@. ,"(False, True, False, True, True, True)"
Email,sat,manager@@. ,"(False, True, False, True, True, False)"
Email,sat, A@@.,"(False, True, False, True, False, True)"
Email,sat, AAAAAAAA@manager@@.,"(False, True, False, True, False, False)"
Email,sat, ,"(False, True, False, False, True, True)"
Email,sat,manager ,"(False, True, False, False, True, False)"
Email,sat, .,"(False, True, False, False, False, True)"
Email,sat, manager.,"(False, True, False, False, False, False)"
Email,sat,@. ,"(False, False, True, True, True, True)"
Email,sat,@.manager ,"(False, False, True, True, True, False)"
Email,sat,@ .,"(False, False, True, True, False, True)"
Email,sat,@manager .,"(False, False, True, True, False, False)"
Email,sat,@ ,"(False, False, True, False, True, True)"
Email,sat,@manager ,"(False, False, True, False, True, False)"
Email,unsat,,"(False, False, True, False, False, True)"
Email,unsat,,"(False, False, True, False, False, False)"
Email,sat,@@. ,"(False, False, False, True, True, True)"
Email,sat,@@.manager ,"(False, False, False, True, True, False)"
Email,sat,@@ .,"(False, False, False, True, False, True)"
Email,sat,@@manager .,"(False, False, False, True, False, False)"
Email,sat,@@ ,"(False, False, False, False, True, True)"
Email,sat,@@manager ,"(False, False, False, False, True, False)"
Email,unsat,,"(False, False, False, False, False, True)"
Email,unsat,,"(False, False, False, False, False, False)"
Password,sat,Z9a!,"(True, True, True, True, True)"
Password,sat,ZaB!,"(True, True, True, True, False)"
Password,sat,A9B!,"(True, True, True, False, True)"
Password,sat,AAA!,"(True, True, True, False, False)"
Password,sat,a9\u{0}!,"(True, True, False, True, True)"
Password,sat,a\u{0}\u{0}!,"(True, True, False, True, False)"
Password,sat,0\u{0}\u{0}!,"(True, True, False, False, True)"
Password,sat,\u{0}\u{0}\u{0}!,"(True, True, False, False, False)"
Password,sat,aB9Z,"(True, False, True, True, True)"
Password,sat,aAAZ,"(True, False, True, True, False)"
Password,sat,9AAA,"(True, False, True, False, True)"
Password,sat,AAAA,"(True, False, True, False, False)"
Password,sat,9\u{0}\u{0}a,"(True, False, False, True, True)"
Password,sat,\u{0}\u{0}\u{0}a,"(True, False, False, True, False)"
Password,sat,\u{0}\u{0}\u{0}0,"(True, False, False, False, True)"
Password,sat,\u{0}\u{0}\u{0}\u{0},"(True, False, False, False, False)"
Password,unsat,,"(False, True, True, True, True)"
Password,sat,Za!,"(False, True, True, True, False)"
Password,sat,A9!,"(False, True, True, False, True)"
Password,sat,A!,"(False, True, True, False, False)"
Password,sat,a9!,"(False, True, False, True, True)"
Password,sat,a!,"(False, True, False, True, False)"
Password,sat,0!,"(False, True, False, False, True)"
Password,sat,!,"(False, True, False, False, False)"
Password,sat,a9Z,"(False, False, True, True, True)"
Password,sat,aZ,"(False, False, True, True, False)"
Password,sat,9A,"(False, False, True, False, True)"
Password,sat,A,"(False, False, True, False, False)"
Password,sat,9a,"(False, False, False, True, True)"
Password,sat,a,"(False, False, False, True, False)"
Password,sat,0,"(False, False, False, False, True)"
Password,sat,,"(False, False, False, False, False)"
Url,sat,http://.,"(True, True, True)"
Url,sat,http://,"(True, True, False)"
Url,sat,http://. ,"(True, False, True)"
Url,sat,http:// ,"(True, False, False)"
Url,sat,.,"(False, True, True)"
Url,sat,,"(False, True, False)"
Url,sat,. ,"(False, False, True)"
Url,sat, ,"(False, False, False)"
Date,sat,0-1-1,"(True, True, True, True)"
Date,sat,0-1-,"(True, True, True, False)"
Date,sat,0--1,"(True, True, False, True)"
Date,sat,0--,"(True, True, False, False)"
Date,sat,-1-1,"(True, False, True, True)"
Date,sat,-1-,"(True, False, True, False)"
Date,sat,--1,"(True, False, False, True)"
Date,sat,--,"(True, False, False, False)"
Date,unsat,,"(False, True, True, True)"
Date,sat,0-1---,"(False, True, True, False)"
Date,unknown,,"(False, True, False, True)"
Date,sat,0---,"(False, True, False, False)"
Date,unknown,,"(False, False, True, True)"
Date,sat,-1--,"(False, False, True, False)"
Date,unknown,,"(False, False, False, True)"
Date,sat,,"(False, False, False, False)"
IBAN,sat,121000AAAAAAAAAAAAAAAA,"(True, True, True)"
IBAN,sat,1210AAAAAAAAAAAAAAAAAA,"(True, True, False)"
IBAN,sat,AAAA00AAAAAAAAAAAAAAAA,"(True, False, True)"
IBAN,sat,AAAAAAAAAAAAAAAAAAAAAA,"(True, False, False)"
IBAN,sat,121000,"(False, True, True)"
IBAN,sat,1210,"(False, True, False)"
IBAN,sat,AAAA00,"(False, False, True)"
IBAN,sat,,"(False, False, False)"
