0,1,2,3
Date,True,1. The date shall contain two hyphens.,"(= (- (str.len s) (str.len (str.replace s ""-"" """"))) 2)"
Date,True,2. The date shall have a number between 0 and 2025 before the first hyphen.,"(let ((hyphen-pos (str.indexof s ""-"" 0))) (and (>= hyphen-pos 0) (let ((prefix (str.substr s 0 hyphen-pos))) (and (>= (str.to.int prefix) 0) (<= (str.to.int prefix) 2025)))))"
Date,True,3. The data shall have a number between 1 and 12 after the first hyphen but before the second hyphen.,"(and (>= (str.indexof s ""-"" 0) 0) (>= (str.indexof s ""-"" (+ 1 (str.indexof s ""-"" 0))) 0) (let ((start (+ 1 (str.indexof s ""-"" 0))) (end (str.indexof s ""-"" (+ 1 (str.indexof s ""-"" 0))))) (and (<= 1 (str.to.int (str.substr s start (- end start)))) (<= (str.to.int (str.substr s start (- end start))) 12))))"
Date,True,4. The date shall have a number between 1 and 31 after the second hyphen.,"(let ((second-hyphen-pos (+ 1 (str.indexof s ""-"" (+ 1 (str.indexof s ""-"" 0)))))) (and (>= (str.to_int (str.substr s second-hyphen-pos (- (str.len s) second-hyphen-pos))) 1) (<= (str.to_int (str.substr s second-hyphen-pos (- (str.len s) second-hyphen-pos))) 31)))"
Date,False,"1. The date shall contain either no hyphens, one hyphen or more than two hyphens.","(or (= (str.indexof s ""-"" 0) -1) (= (str.indexof s ""-"" (+ (str.indexof s ""-"" 0) 1)) -1) (not (= (str.indexof s ""-"" (+ (str.indexof s ""-"" (+ (str.indexof s ""-"" 0) 1)) 1)) -1)))"
Date,False,"2. If the date has at least one hyphen, the part before the first hyphen shall be either a number smaller than 0 or a number larger than 2025.","(let ((hyphen-pos (str.indexof s ""-"" 0))) (and (not (= hyphen-pos -1)) (let ((prefix (str.substr s 0 hyphen-pos))) (or (< (str.to.int prefix) 0) (> (str.to.int prefix) 2025)))))"
Date,False,"3. If the date has at least two hyphens, the part after the first hyphen but before the second hyphen shall be a number smaller than 1 or a number larger than 12.",
Date,False,"4. If the date has at least two hyphens, the part after the second hyphen shall be a number smaller than 1 or larger than 31.",
IBAN,True,1. The length of the bank number shall be 22.,(= (str.len s) 22)
IBAN,True,2. The first 4 numbers of the bank number shall be: 1210 (CA).,"(str.prefixof ""1210"" s)"
IBAN,True,3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.,"(= (str.substr s 4 2) ""00"")"
IBAN,False,1. The length of the bank number shall not be 22.,(not (= (str.len s) 22))
IBAN,False,2. The first 4 numbers of the bank number shall not be: 1210 (CA).,
IBAN,False,3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.,"(not (= (str.substr s 4 2) ""00""))"
