name,mask,constraint,result
ISBN,True,"The ISBN shall only contain numbers (0-9), the letter X, or hyphens.","(forall ((c String)) (=> (str.contains s c) (or (and (str.contains c ""0"") (str.contains c ""9"")) (str.contains c ""X"") (str.contains c ""-""))))"
ISBN,True,The last character of the ISBN shall either be a number (0-9) or the letter X.,(or (and (>= s 48) (<= s 57)) (= s 88))
ISBN,True,"The ISBN shall contain exactly 10 characters, excluding hyphens.","(= (str.len (str.replace s ""-"" """")) 10)"
ISBN,True,The ISBN shall not start with a hyphen.,"(not (= (str.at s 0) ""-""))"
ISBN,True,Hyphens shall not occur consecutively in the ISBN.,"(not (str.contains s ""--""))"
ISBN,True,The ISBN shall contain at most 3 hyphens.,"(<= (str.count (str.replace s ""-"" """") (str.to.re ""-"")) 3)"
ISBN,False,"The ISBN shall contain at least one character that is neither a number (0-9), nor the letter X, nor a hyphen.","(exists ((c String)) (and (str.contains s c) (or (not (str.in.re c (re.++ (re.* (str.to.re ""[0-9]"")) (str.to.re ""X"") (str.to.re ""-"")))))))"
ISBN,False,"The last character of the ISBN shall be neither a number (0-9), nor the letter X.","(not (or (str.contains s ""0"") (str.contains s ""1"") (str.contains s ""2"") (str.contains s ""3"") (str.contains s ""4"") (str.contains s ""5"") (str.contains s ""6"") (str.contains s ""7"") (str.contains s ""8"") (str.contains s ""9"") (= s ""X"")))"
ISBN,False,"Without counting hyphens, the ISBN shall contain less than or more than 10 characters.","(not (= (str.len (str.replace s ""-"" """")) 10))"
ISBN,False,The ISBN shall start with a hyphen.,"(= (str.at s 0) ""-"")"
ISBN,False,The ISBN shall contain two consecutive hyphens.,"(str.contains s ""--"")"
ISBN,False,The ISBN shall contain more than 3 hyphens.,"(> (str.len (str.replace s ""-"" """")) (str.len s - 4))"
Name,True,"The name shall only contain letters a-z, letters A-Z and space characters.","(forall ((i Int)) (=> (and (>= i 0) (< i (str.len s))) (or (and (= (str.at s i) "" "")) (and (>= (str.at s i) ""a"") (<= (str.at s i) ""z"")) (and (>= (str.at s i) ""A"") (<= (str.at s i) ""Z"")))))"
Name,True,The name shall contain at least one space character.,"(str.contains s "" "")"
Name,True,The name shall not end with a space character.,"(not (= (str.at s (- (str.len s) 1)) "" ""))"
Name,True,The name shall not start with a space character.,"(not (= (str.at s 0) "" ""))"
Name,True,The first character in the name shall be capitalized.,"(and (>= (str.to.int (str.at s 0)) (str.to.int ""A"")) (<= (str.to.int (str.at s 0)) (str.to.int ""Z"")))"
Name,True,Any character in the name following a space character shall be capitalized.,"(forall ((i Int)) (=> (and (>= i 0) (< i (str.len s))) (=> (= (str.at s i) "" "") (=> (< (+ i 1) (str.len s)) (isUpper (str.at s (+ i 1)))))))"
Name,False,"The name shall contain at least one character that is neither a letter a-z, nor a letter A-Z, nor a space.","(exists ((c String)) (and (str.contains s c) (or (not (str.in.re c (str.to.re ""[a-zA-Z]""))) (not (= c "" "")))))"
Name,False,The name shall contain no space character.,"(not (str.contains s "" ""))"
Name,False,The name shall end with a space character.,"(= (str.at s (- (str.len s) 1)) "" "")"
Name,False,The name shall start with a space character.,"(= (str.at s 0) "" "")"
Name,False,The first character in the name shall not be capitalized.,"(not (str.in.re (str.at s 0) (re.union (str.to.re ""A"") (str.to.re ""B"") (str.to.re ""C"") (str.to.re ""D"") (str.to.re ""E"") (str.to.re ""F"") (str.to.re ""G"") (str.to.re ""H"") (str.to.re ""I"") (str.to.re ""J"") (str.to.re ""K"") (str.to.re ""L"") (str.to.re ""M"") (str.to.re ""N"") (str.to.re ""O"") (str.to.re ""P"") (str.to.re ""Q"") (str.to.re ""R"") (str.to.re ""S"") (str.to.re ""T"") (str.to.re ""U"") (str.to.re ""V"") (str.to.re ""W"") (str.to.re ""X"") (str.to.re ""Y"") (str.to.re ""Z""))))"
Name,False,"In the name, there shall be some characters following a space character which are not capitalized.","(let ((space-index (str.indexof s "" ""))) (and (not (= space-index -1)) (exists ((c String)) (and (not (str.is.upper c)) (str.contains (str.substr s (+ space-index 1) (str.len s)) c))))) )"
Palindrome,True,The palindrome shall be at least 3 characters long.,(>= (str.len s) 3)
Palindrome,True,The palindrome shall be identical to its reverse.,(= s (str.reverse s))
Palindrome,False,The palindrome shall be at most 2 characters long.,(<= (str.len s) 2)
Palindrome,False,The palindrome shall not be identical to its reverse.,(not (= s (str.reverse s)))
Parentheses,True,The parentheses string shall be at least 10 characters long.,(>= (str.len s) 10)
Parentheses,True,The parentheses string shall only contains ( and ) characters.,"(str.in.re s (re.* (re.union (str.to.re ""("") (str.to.re "")""))))"
Parentheses,True,The parenthesis string shall contain an equal number of ( characters and ) characters.,"(= (str.count s ""("") (str.count s "")""))"
Parentheses,True,"When scanning from left to right on the parentheses string, at no point shall the count of ) characters exceed the count of ( characters.",(forall ((i Int)) (=> (and (>= i 0) (< i (str.len s))) (>= (count '(' (str.substr s 0 i)) (count ')' (str.substr s 0 i)))))
Parentheses,False,The parentheses string shall be at most 9 characters long.,(<= (str.len s) 9)
Parentheses,False,The parentheses string shall contain at least one character that is neither ( nor ).,"(exists ((c String)) (and (not (= c ""("") ) (not (= c "")"")) (str.contains s c)))"
Parentheses,False,The parenthesis string shall not contain an equal number of ( characters and ) characters.,(not (= s s))
Parentheses,False,"There shall exist at least one position in a parentheses string such that, when scanning from left to right up to that position, the count of ) characters exceeds the count of ( characters.","(exists ((i Int)) (and (>= i 0) (< i (str.len s)) (> (str.count (str.substr s 0 i) "")"") (str.count (str.substr s 0 i) ""("") )))"
Password,True,The password shall be at least 4 characters long.,(>= (str.len s) 4)
Password,True,"The password shall contain one of the following characters: !, #, $.","(or (str.contains s ""!"") (str.contains s ""#"") (str.contains s ""$""))"
Password,True,The password shall contain at least one upper case characters.,"(exists ((c String)) (and (str.contains s c) (str.in.re c (re.+ (re.range ""A"" ""Z"")))))"
Password,True,The password shall contain at least one lower case characters.,"(str.contains s (str.to.re ""[a-z]""))"
Password,True,The password shall contain at least one number.,"(or (str.contains s ""0"") (str.contains s ""1"") (str.contains s ""2"") (str.contains s ""3"") (str.contains s ""4"") (str.contains s ""5"") (str.contains s ""6"") (str.contains s ""7"") (str.contains s ""8"") (str.contains s ""9""))"
Password,False,The password shall contain less than 4 characters.,(< (str.len s) 4)
Password,False,"The password shall not contain any of the following characters: !, #, $.",
Password,False,The password shall not contain any upper case characters.,"(forall ((c String)) (=> (str.contains s c) (not (or (str.equals c ""A"") (str.equals c ""B"") (str.equals c ""C"") (str.equals c ""D"") (str.equals c ""E"") (str.equals c ""F"") (str.equals c ""G"") (str.equals c ""H"") (str.equals c ""I"") (str.equals c ""J"") (str.equals c ""K"") (str.equals c ""L"") (str.equals c ""M"") (str.equals c ""N"") (str.equals c ""O"") (str.equals c ""P"") (str.equals c ""Q"") (str.equals c ""R"") (str.equals c ""S"") (str.equals c ""T"") (str.equals c ""U"") (str.equals c ""V"") (str.equals c ""W"") (str.equals c ""X"") (str.equals c ""Y"") (str.equals c ""Z"")))))"
Password,False,The password shall not contain any lower case characters.,"(forall ((c String)) (=> (str.contains s c) (not (str.in.re c (str.to.re ""[a-z]"")))))"
Password,False,The password shall not contain any numbers.,
Url,True,The url shall start with either http:// or https://.,"(or (str.startsWith s ""http://"") (str.startsWith s ""https://""))"
Url,True,The url shall not contain any spaces.,"(not (str.contains s "" ""))"
Url,True,The url shall contain at least one dot character (.).,"(str.contains s ""."")"
Url,False,"The url shall not start with http://, nor with https://.",
Url,False,The url shall contain at least one space.,"(str.contains s "" "")"
Url,False,The url shall not contain any dot character (.).,"(not (str.contains s "".""))"
