name,mask,constraint,result
Expression,False,"The arithmetic expression shall contain at least one character that is neither a number (0-9), nor an arithmetic operator (+, -, *, /).","(or (not (str.in.re s (re.++ (re.* re.allchar) (re.union (str.to.re ""0"") (str.to.re ""1"") (str.to.re ""2"") (str.to.re ""3"") (str.to.re ""4"") (str.to.re ""5"") (str.to.re ""6"") (str.to.re ""7"") (str.to.re ""8"") (str.to.re ""9"") (str.to.re ""+"") (str.to.re ""-""))) (str.to.re ""*"")) (not (str.in.re s (re.++ (re.* re.allchar) (str.to.re ""/"") (re.* re.allchar)))))"
Expression,False,"The arithmetic expression shall contain consecutive arithmetic operators (+, -, *, /).",
Expression,False,"The arithmetic expression shall contain an operator from the set {+, *, /} that either does not have a number immediately before it or does not have a number immediately after it.",
Expression,False,"The arithmetic expression shall start with one of the operators in the set {+, *, /}.",
IBAN,True,The length of the bank number shall be 22.,(< (= (strlen s) 22))
IBAN,True,The bank number shall start with 1210.,
IBAN,True,"The bank number shall have at least 6 characters, and the fifth and sixth characters shall both be 0.",
IBAN,False,The length of the bank account shall not be 22.,
IBAN,False,The bank number shall not start with 1210.,"(not (and (str.starts-with s ""1210"") (not (= s 1210))))"
IBAN,False,"The bank number shall either have less than 6 characters, or either the fifth or sixth character shall not be 0.
",
ISBN,True,"The ISBN shall only contain numbers (0-9), the letter X, or hyphens.",
ISBN,True,The last character of the ISBN shall either be a number (0-9) or the letter X.,
ISBN,True,"The ISBN shall contain exactly 10 characters, excluding hyphens.",
ISBN,True,The ISBN shall not start with a hyphen.,"(not (= (str.at s 0) ""-""))"
ISBN,True,Hyphens shall not occur consecutively in the ISBN.,"(not (str.contains s ""--""))"
ISBN,True,The ISBN shall contain at most 3 hyphens.,
ISBN,False,"The ISBN shall contain at least one character that is neither a number (0-9), nor the letter X, nor a hyphen.","(not (forall ((i Int)) (and (<= 0 i (str.len s)) (not (or (str.in.re s (str.to.re ""0-9"")) (= (str.at s i) ""X"") (= (str.at s i) ""-"")))))))"
ISBN,False,"The last character of the ISBN shall be neither a number (0-9), nor the letter X.",
ISBN,False,"Without counting hyphens, the ISBN shall contain less than or more than 10 characters.",(not (= (str.len s) 10))
ISBN,False,The ISBN shall start with a hyphen.,"(str.prefix s ""-"")"
ISBN,False,The ISBN shall contain two consecutive hyphens.,"(str.in.re s (re.++ (re.* re.allchar) (str.to.re ""-"" (str.to.re ""-"")) (re.* re.allchar)))"
ISBN,False,The ISBN shall contain more than 3 hyphens.,
Name,True,"The name shall only contain letters a-z, letters A-Z and space characters.",
Name,True,The name shall contain at least one space character.,"(not (str.contains s "" ""))"
Name,True,The name shall not end with a space character.,"(not (str.ends-with s "" ""))"
Name,True,The name shall not start with a space character.,"(not (= (str.at s 0) "" ""))"
Name,True,The first character in the name shall be capitalized.,(not (= (str.toLOWER (str.at s 0)) (str.toLOWER ?)))
Name,True,Any character in the name following a space character shall be capitalized.,
Name,False,"The name shall contain at least one character that is neither a letter a-z, nor a letter A-Z, nor a space.","(forall ((s String)) (forall ((c Char)) (or (not (str.in-re s (str.to.re c))) (= c "" ""))"
Name,False,The name shall contain no space character.,"(not (str.contains s "" ""))"
Name,False,The name shall end with a space character.,"(and (str.suffix? s "" "") (not (str.prefix? s (str.strip suffix """")))"
Name,False,The name shall start with a space character.,
Name,False,The first character in the name shall not be capitalized.,(not (or (= (str.code (str.at s 0)) 65) (>= (str.code (str.at s 0)) 66) (<= (str.code (str.at s 0)) 91))`
Name,False,"In the name, there shall be some characters following a space character which are not capitalized.",
Palindrome,True,The palindrome shall be at least 3 characters long.,
Palindrome,True,The palindrome shall be identical to its reverse.,
Palindrome,False,The palindrome shall be at most 2 characters long.,
Palindrome,False,The palindrome shall not be identical to its reverse.,
Parentheses,True,The parentheses string shall be at least 10 characters long.,
Parentheses,True,The parentheses string shall only contains ( and ) characters.,"(= (str.in.re s (re.++ (str.to.re ""("" ) (re.* re.allchar) (str.to.re "")"") (re.* re.allchar)))"
Parentheses,True,The parenthesis string shall contain an equal number of ( characters and ) characters.,
Parentheses,True,"When scanning from left to right on the parentheses string, at no point shall the count of ) characters exceed the count of ( characters.",
Parentheses,False,The parentheses string shall be at most 9 characters long.,(<= (str.len s) 9)
Parentheses,False,The parentheses string shall contain at least one character that is neither ( nor ).,
Parentheses,False,The parenthesis string shall not contain an equal number of ( characters and ) characters.,(not (=(str indexing s 0 (str.len s)) (str indexing s (-1) 0)))
Parentheses,False,"There shall exist at least one position in a parentheses string such that, when scanning from left to right up to that position, the count of ) characters exceeds the count of ( characters.",
Password,True,The password shall be at least 4 characters long.,
Password,True,"The password shall contain one of the following characters: !, #, $.",
Password,True,The password shall contain at least one upper case characters.,
Password,True,The password shall contain at least one lower case characters.,"(>= (str.count s (regpat ""[a-z]"")) 1)"
Password,True,The password shall contain at least one number.,(not (= 0 (count (filter (lambda ((k Int)) (and (>= 48 k) (<= k 57))) s))))
Password,False,The password shall contain less than 4 characters.,(< (str.len s) 4)
Password,False,"The password shall not contain any of the following characters: !, #, $.","(or (not (str.contains s ""$\\!"")) (not (str.contains s ""$\\#"")) (not (str.contains s ""$\\$"")) )"
Password,False,The password shall not contain any upper case characters.,
Password,False,The password shall not contain any lower case characters.,
Password,False,The password shall not contain any numbers.,(not (str.in.re s (re.++ (re.* re.allchar) (re.n NatDigit)))
Url,True,The url shall start with either http:// or https://.,"(or (str.prefix s ""http://"") (str.prefix s ""https://""))"
Url,True,The url shall not contain any spaces.,
Url,True,The url shall contain at least one dot character (.).,"(str.contains s ""."")"
Url,False,"The url shall not start with http://, nor with https://.",
Url,False,The url shall contain at least one space.,"(str.contains s "" "")"
Url,False,The url shall not contain any dot character (.).,
